bike_id,brand_id,name,year,month,month_date,units_sold,quarter,is_festive,is_covid
BK001,BR01,Hero Splendor Plus,2022,11,2022-11-01,410326,Q4,True,False
BK001,BR01,Hero Splendor Plus,2022,12,2022-12-01,353759,Q4,False,False
BK001,BR01,Hero Splendor Plus,2023,1,2023-01-01,353978,Q1,False,False
BK001,BR01,Hero Splendor Plus,2023,2,2023-02-01,317323,Q1,False,False
BK001,BR01,Hero Splendor Plus,2023,3,2023-03-01,353639,Q1,False,False
BK001,BR01,Hero Splendor Plus,2023,4,2023-04-01,341299,Q2,False,False
BK001,BR01,Hero Splendor Plus,2023,5,2023-05-01,336221,Q2,False,False
BK001,BR01,Hero Splendor Plus,2023,6,2023-06-01,358643,Q2,False,False
BK001,BR01,Hero Splendor Plus,2023,7,2023-07-01,365939,Q3,False,False
BK001,BR01,Hero Splendor Plus,2023,8,2023-08-01,364204,Q3,False,False
BK001,BR01,Hero Splendor Plus,2023,9,2023-09-01,416747,Q3,True,False
BK001,BR01,Hero Splendor Plus,2023,10,2023-10-01,428274,Q4,True,False
BK001,BR01,Hero Splendor Plus,2023,11,2023-11-01,442204,Q4,True,False
BK001,BR01,Hero Splendor Plus,2023,12,2023-12-01,364974,Q4,False,False
BK002,BR01,Hero HF Deluxe,2019,1,2019-01-01,195208,Q1,False,False
BK002,BR01,Hero HF Deluxe,2019,2,2019-02-01,198143,Q1,False,False
BK002,BR01,Hero HF Deluxe,2019,3,2019-03-01,188936,Q1,False,False
BK002,BR01,Hero HF Deluxe,2019,4,2019-04-01,188037,Q2,False,False
BK002,BR01,Hero HF Deluxe,2019,5,2019-05-01,208125,Q2,False,False
BK002,BR01,Hero HF Deluxe,2019,6,2019-06-01,213562,Q2,False,False
BK002,BR01,Hero HF Deluxe,2019,7,2019-07-01,199279,Q3,False,False
BK002,BR01,Hero HF Deluxe,2019,8,2019-08-01,210035,Q3,False,False
BK002,BR01,Hero HF Deluxe,2019,9,2019-09-01,254520,Q3,True,False
BK002,BR01,Hero HF Deluxe,2019,10,2019-10-01,241936,Q4,True,False
BK002,BR01,Hero HF Deluxe,2019,11,2019-11-01,254517,Q4,True,False
BK002,BR01,Hero HF Deluxe,2019,12,2019-12-01,215380,Q4,False,False
BK002,BR01,Hero HF Deluxe,2020,1,2020-01-01,207627,Q1,False,False
BK002,BR01,Hero HF Deluxe,2020,2,2020-02-01,224272,Q1,False,False
BK002,BR01,Hero HF Deluxe,2020,3,2020-03-01,72301,Q1,False,True
BK002,BR01,Hero HF Deluxe,2020,4,2020-04-01,6496,Q2,False,True
BK002,BR01,Hero HF Deluxe,2020,5,2020-05-01,31335,Q2,False,True
BK002,BR01,Hero HF Deluxe,2020,6,2020-06-01,133178,Q2,False,True
BK002,BR01,Hero HF Deluxe,2020,7,2020-07-01,208954,Q3,False,False
BK002,BR01,Hero HF Deluxe,2020,8,2020-08-01,187329,Q3,False,False
BK002,BR01,Hero HF Deluxe,2020,9,2020-09-01,257144,Q3,True,False
BK002,BR01,Hero HF Deluxe,2020,10,2020-10-01,264642,Q4,True,False
BK002,BR01,Hero HF Deluxe,2020,11,2020-11-01,279212,Q4,True,False
BK002,BR01,Hero HF Deluxe,2020,12,2020-12-01,202609,Q4,False,False
BK002,BR01,Hero HF Deluxe,2021,1,2021-01-01,207268,Q1,False,False
BK002,BR01,Hero HF Deluxe,2021,2,2021-02-01,210581,Q1,False,False
BK002,BR01,Hero HF Deluxe,2021,3,2021-03-01,225886,Q1,False,False
BK002,BR01,Hero HF Deluxe,2021,4,2021-04-01,61474,Q2,False,True
BK002,BR01,Hero HF Deluxe,2021,5,2021-05-01,73597,Q2,False,True
BK002,BR01,Hero HF Deluxe,2021,6,2021-06-01,221543,Q2,False,False
BK002,BR01,Hero HF Deluxe,2021,7,2021-07-01,217048,Q3,False,False
BK002,BR01,Hero HF Deluxe,2021,8,2021-08-01,226461,Q3,False,False
BK002,BR01,Hero HF Deluxe,2021,9,2021-09-01,260522,Q3,True,False
BK002,BR01,Hero HF Deluxe,2021,10,2021-10-01,265576,Q4,True,False
BK002,BR01,Hero HF Deluxe,2021,11,2021-11-01,264706,Q4,True,False
BK002,BR01,Hero HF Deluxe,2021,12,2021-12-01,200194,Q4,False,False
BK002,BR01,Hero HF Deluxe,2022,1,2022-01-01,227316,Q1,False,False
BK002,BR01,Hero HF Deluxe,2022,2,2022-02-01,226923,Q1,False,False
BK002,BR01,Hero HF Deluxe,2022,3,2022-03-01,224057,Q1,False,False
BK002,BR01,Hero HF Deluxe,2022,4,2022-04-01,221372,Q2,False,False
BK002,BR01,Hero HF Deluxe,2022,5,2022-05-01,208147,Q2,False,False
BK002,BR01,Hero HF Deluxe,2022,6,2022-06-01,219288,Q2,False,False
BK002,BR01,Hero HF Deluxe,2022,7,2022-07-01,220161,Q3,False,False
BK002,BR01,Hero HF Deluxe,2022,8,2022-08-01,215014,Q3,False,False
BK002,BR01,Hero HF Deluxe,2022,9,2022-09-01,277742,Q3,True,False
BK002,BR01,Hero HF Deluxe,2022,10,2022-10-01,285656,Q4,True,False
BK002,BR01,Hero HF Deluxe,2022,11,2022-11-01,306406,Q4,True,False
BK002,BR01,Hero HF Deluxe,2022,12,2022-12-01,225955,Q4,False,False
BK002,BR01,Hero HF Deluxe,2023,1,2023-01-01,234987,Q1,False,False
BK002,BR01,Hero HF Deluxe,2023,2,2023-02-01,231136,Q1,False,False
BK002,BR01,Hero HF Deluxe,2023,3,2023-03-01,209742,Q1,False,False
BK002,BR01,Hero HF Deluxe,2023,4,2023-04-01,231692,Q2,False,False
BK002,BR01,Hero HF Deluxe,2023,5,2023-05-01,232698,Q2,False,False
BK002,BR01,Hero HF Deluxe,2023,6,2023-06-01,260573,Q2,False,False
BK002,BR01,Hero HF Deluxe,2023,7,2023-07-01,229768,Q3,False,False
BK002,BR01,Hero HF Deluxe,2023,8,2023-08-01,235497,Q3,False,False
BK002,BR01,Hero HF Deluxe,2023,9,2023-09-01,289496,Q3,True,False
BK002,BR01,Hero HF Deluxe,2023,10,2023-10-01,273054,Q4,True,False
BK002,BR01,Hero HF Deluxe,2023,11,2023-11-01,306570,Q4,True,False
BK002,BR01,Hero HF Deluxe,2023,12,2023-12-01,240722,Q4,False,False
BK003,BR01,Hero Passion Pro,2019,1,2019-01-01,103955,Q1,False,False
BK003,BR01,Hero Passion Pro,2019,2,2019-02-01,95453,Q1,False,False
BK003,BR01,Hero Passion Pro,2019,3,2019-03-01,107013,Q1,False,False
BK003,BR01,Hero Passion Pro,2019,4,2019-04-01,92990,Q2,False,False
BK003,BR01,Hero Passion Pro,2019,5,2019-05-01,102934,Q2,False,False
BK003,BR01,Hero Passion Pro,2019,6,2019-06-01,110952,Q2,False,False
BK003,BR01,Hero Passion Pro,2019,7,2019-07-01,95047,Q3,False,False
BK003,BR01,Hero Passion Pro,2019,8,2019-08-01,97168,Q3,False,False
BK003,BR01,Hero Passion Pro,2019,9,2019-09-01,125622,Q3,True,False
BK003,BR01,Hero Passion Pro,2019,10,2019-10-01,121853,Q4,True,False
BK003,BR01,Hero Passion Pro,2019,11,2019-11-01,115308,Q4,True,False
BK003,BR01,Hero Passion Pro,2019,12,2019-12-01,100342,Q4,False,False
BK003,BR01,Hero Passion Pro,2020,1,2020-01-01,98476,Q1,False,False
BK003,BR01,Hero Passion Pro,2020,2,2020-02-01,106462,Q1,False,False
BK003,BR01,Hero Passion Pro,2020,3,2020-03-01,39687,Q1,False,True
BK003,BR01,Hero Passion Pro,2020,4,2020-04-01,3361,Q2,False,True
BK003,BR01,Hero Passion Pro,2020,5,2020-05-01,14989,Q2,False,True
BK003,BR01,Hero Passion Pro,2020,6,2020-06-01,66511,Q2,False,True
BK003,BR01,Hero Passion Pro,2020,7,2020-07-01,108230,Q3,False,False
BK003,BR01,Hero Passion Pro,2020,8,2020-08-01,97599,Q3,False,False
BK003,BR01,Hero Passion Pro,2020,9,2020-09-01,131478,Q3,True,False
BK003,BR01,Hero Passion Pro,2020,10,2020-10-01,138496,Q4,True,False
BK003,BR01,Hero Passion Pro,2020,11,2020-11-01,119551,Q4,True,False
BK003,BR01,Hero Passion Pro,2020,12,2020-12-01,104960,Q4,False,False
BK003,BR01,Hero Passion Pro,2021,1,2021-01-01,109403,Q1,False,False
BK003,BR01,Hero Passion Pro,2021,2,2021-02-01,112221,Q1,False,False
BK003,BR01,Hero Passion Pro,2021,3,2021-03-01,101320,Q1,False,False
BK003,BR01,Hero Passion Pro,2021,4,2021-04-01,28243,Q2,False,True
BK003,BR01,Hero Passion Pro,2021,5,2021-05-01,38786,Q2,False,True
BK003,BR01,Hero Passion Pro,2021,6,2021-06-01,109603,Q2,False,False
BK003,BR01,Hero Passion Pro,2021,7,2021-07-01,109352,Q3,False,False
BK003,BR01,Hero Passion Pro,2021,8,2021-08-01,109870,Q3,False,False
BK003,BR01,Hero Passion Pro,2021,9,2021-09-01,130409,Q3,True,False
BK003,BR01,Hero Passion Pro,2021,10,2021-10-01,136567,Q4,True,False
BK003,BR01,Hero Passion Pro,2021,11,2021-11-01,136978,Q4,True,False
BK003,BR01,Hero Passion Pro,2021,12,2021-12-01,104142,Q4,False,False
BK003,BR01,Hero Passion Pro,2022,1,2022-01-01,122448,Q1,False,False
BK003,BR01,Hero Passion Pro,2022,2,2022-02-01,114653,Q1,False,False
BK003,BR01,Hero Passion Pro,2022,3,2022-03-01,105328,Q1,False,False
BK003,BR01,Hero Passion Pro,2022,4,2022-04-01,115676,Q2,False,False
BK003,BR01,Hero Passion Pro,2022,5,2022-05-01,106541,Q2,False,False
BK003,BR01,Hero Passion Pro,2022,6,2022-06-01,116407,Q2,False,False
BK003,BR01,Hero Passion Pro,2022,7,2022-07-01,118488,Q3,False,False
BK003,BR01,Hero Passion Pro,2022,8,2022-08-01,107404,Q3,False,False
BK003,BR01,Hero Passion Pro,2022,9,2022-09-01,146743,Q3,True,False
BK003,BR01,Hero Passion Pro,2022,10,2022-10-01,142889,Q4,True,False
BK003,BR01,Hero Passion Pro,2022,11,2022-11-01,145754,Q4,True,False
BK003,BR01,Hero Passion Pro,2022,12,2022-12-01,122622,Q4,False,False
BK003,BR01,Hero Passion Pro,2023,1,2023-01-01,114576,Q1,False,False
BK003,BR01,Hero Passion Pro,2023,2,2023-02-01,111628,Q1,False,False
BK003,BR01,Hero Passion Pro,2023,3,2023-03-01,110840,Q1,False,False
BK003,BR01,Hero Passion Pro,2023,4,2023-04-01,111268,Q2,False,False
BK003,BR01,Hero Passion Pro,2023,5,2023-05-01,115552,Q2,False,False
BK003,BR01,Hero Passion Pro,2023,6,2023-06-01,117978,Q2,False,False
BK003,BR01,Hero Passion Pro,2023,7,2023-07-01,117604,Q3,False,False
BK003,BR01,Hero Passion Pro,2023,8,2023-08-01,120797,Q3,False,False
BK003,BR01,Hero Passion Pro,2023,9,2023-09-01,145094,Q3,True,False
BK003,BR01,Hero Passion Pro,2023,10,2023-10-01,155538,Q4,True,False
BK003,BR01,Hero Passion Pro,2023,11,2023-11-01,143081,Q4,True,False
BK003,BR01,Hero Passion Pro,2023,12,2023-12-01,131776,Q4,False,False
BK004,BR01,Hero Glamour,2019,1,2019-01-01,68752,Q1,False,False
BK004,BR01,Hero Glamour,2019,2,2019-02-01,63809,Q1,False,False
BK004,BR01,Hero Glamour,2019,3,2019-03-01,63097,Q1,False,False
BK004,BR01,Hero Glamour,2019,4,2019-04-01,68274,Q2,False,False
BK004,BR01,Hero Glamour,2019,5,2019-05-01,65921,Q2,False,False
BK004,BR01,Hero Glamour,2019,6,2019-06-01,69046,Q2,False,False
BK004,BR01,Hero Glamour,2019,7,2019-07-01,68244,Q3,False,False
BK004,BR01,Hero Glamour,2019,8,2019-08-01,66423,Q3,False,False
BK004,BR01,Hero Glamour,2019,9,2019-09-01,79805,Q3,True,False
BK004,BR01,Hero Glamour,2019,10,2019-10-01,77021,Q4,True,False
BK004,BR01,Hero Glamour,2019,11,2019-11-01,81472,Q4,True,False
BK004,BR01,Hero Glamour,2019,12,2019-12-01,69521,Q4,False,False
BK004,BR01,Hero Glamour,2020,1,2020-01-01,70075,Q1,False,False
BK004,BR01,Hero Glamour,2020,2,2020-02-01,65014,Q1,False,False
BK004,BR01,Hero Glamour,2020,3,2020-03-01,27973,Q1,False,True
BK004,BR01,Hero Glamour,2020,4,2020-04-01,2120,Q2,False,True
BK004,BR01,Hero Glamour,2020,5,2020-05-01,9940,Q2,False,True
BK004,BR01,Hero Glamour,2020,6,2020-06-01,45413,Q2,False,True
BK004,BR01,Hero Glamour,2020,7,2020-07-01,69535,Q3,False,False
BK004,BR01,Hero Glamour,2020,8,2020-08-01,65371,Q3,False,False
BK004,BR01,Hero Glamour,2020,9,2020-09-01,88217,Q3,True,False
BK004,BR01,Hero Glamour,2020,10,2020-10-01,89096,Q4,True,False
BK004,BR01,Hero Glamour,2020,11,2020-11-01,91359,Q4,True,False
BK004,BR01,Hero Glamour,2020,12,2020-12-01,72986,Q4,False,False
BK004,BR01,Hero Glamour,2021,1,2021-01-01,67040,Q1,False,False
BK004,BR01,Hero Glamour,2021,2,2021-02-01,68623,Q1,False,False
BK004,BR01,Hero Glamour,2021,3,2021-03-01,73854,Q1,False,False
BK004,BR01,Hero Glamour,2021,4,2021-04-01,20677,Q2,False,True
BK004,BR01,Hero Glamour,2021,5,2021-05-01,25848,Q2,False,True
BK004,BR01,Hero Glamour,2021,6,2021-06-01,85869,Q2,False,False
BK004,BR01,Hero Glamour,2021,7,2021-07-01,74055,Q3,False,False
BK004,BR01,Hero Glamour,2021,8,2021-08-01,76088,Q3,False,False
BK004,BR01,Hero Glamour,2021,9,2021-09-01,94293,Q3,True,False
BK004,BR01,Hero Glamour,2021,10,2021-10-01,92931,Q4,True,False
BK004,BR01,Hero Glamour,2021,11,2021-11-01,88581,Q4,True,False
BK004,BR01,Hero Glamour,2021,12,2021-12-01,74732,Q4,False,False
BK004,BR01,Hero Glamour,2022,1,2022-01-01,71781,Q1,False,False
BK004,BR01,Hero Glamour,2022,2,2022-02-01,73782,Q1,False,False
BK004,BR01,Hero Glamour,2022,3,2022-03-01,72854,Q1,False,False
BK004,BR01,Hero Glamour,2022,4,2022-04-01,74972,Q2,False,False
BK004,BR01,Hero Glamour,2022,5,2022-05-01,83308,Q2,False,False
BK004,BR01,Hero Glamour,2022,6,2022-06-01,67695,Q2,False,False
BK004,BR01,Hero Glamour,2022,7,2022-07-01,77228,Q3,False,False
BK004,BR01,Hero Glamour,2022,8,2022-08-01,68645,Q3,False,False
BK004,BR01,Hero Glamour,2022,9,2022-09-01,91130,Q3,True,False
BK004,BR01,Hero Glamour,2022,10,2022-10-01,98415,Q4,True,False
BK004,BR01,Hero Glamour,2022,11,2022-11-01,93633,Q4,True,False
BK004,BR01,Hero Glamour,2022,12,2022-12-01,70643,Q4,False,False
BK004,BR01,Hero Glamour,2023,1,2023-01-01,74567,Q1,False,False
BK004,BR01,Hero Glamour,2023,2,2023-02-01,79961,Q1,False,False
BK004,BR01,Hero Glamour,2023,3,2023-03-01,74509,Q1,False,False
BK004,BR01,Hero Glamour,2023,4,2023-04-01,78170,Q2,False,False
BK004,BR01,Hero Glamour,2023,5,2023-05-01,77509,Q2,False,False
BK004,BR01,Hero Glamour,2023,6,2023-06-01,74813,Q2,False,False
BK004,BR01,Hero Glamour,2023,7,2023-07-01,85623,Q3,False,False
BK004,BR01,Hero Glamour,2023,8,2023-08-01,79784,Q3,False,False
BK004,BR01,Hero Glamour,2023,9,2023-09-01,86878,Q3,True,False
BK004,BR01,Hero Glamour,2023,10,2023-10-01,97567,Q4,True,False
BK004,BR01,Hero Glamour,2023,11,2023-11-01,93468,Q4,True,False
BK004,BR01,Hero Glamour,2023,12,2023-12-01,80629,Q4,False,False
BK005,BR01,Hero Xtreme 160R,2019,1,2019-01-01,20007,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2019,2,2019-02-01,20713,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2019,3,2019-03-01,21359,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2019,4,2019-04-01,21735,Q2,False,False
BK005,BR01,Hero Xtreme 160R,2019,5,2019-05-01,19583,Q2,False,False
BK005,BR01,Hero Xtreme 160R,2019,6,2019-06-01,20484,Q2,False,False
BK005,BR01,Hero Xtreme 160R,2019,7,2019-07-01,20338,Q3,False,False
BK005,BR01,Hero Xtreme 160R,2019,8,2019-08-01,20152,Q3,False,False
BK005,BR01,Hero Xtreme 160R,2019,9,2019-09-01,28340,Q3,True,False
BK005,BR01,Hero Xtreme 160R,2019,10,2019-10-01,26568,Q4,True,False
BK005,BR01,Hero Xtreme 160R,2019,11,2019-11-01,24399,Q4,True,False
BK005,BR01,Hero Xtreme 160R,2019,12,2019-12-01,21789,Q4,False,False
BK005,BR01,Hero Xtreme 160R,2020,1,2020-01-01,23965,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2020,2,2020-02-01,22785,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2020,3,2020-03-01,8008,Q1,False,True
BK005,BR01,Hero Xtreme 160R,2020,4,2020-04-01,634,Q2,False,True
BK005,BR01,Hero Xtreme 160R,2020,5,2020-05-01,3455,Q2,False,True
BK005,BR01,Hero Xtreme 160R,2020,6,2020-06-01,13585,Q2,False,True
BK005,BR01,Hero Xtreme 160R,2020,7,2020-07-01,22147,Q3,False,False
BK005,BR01,Hero Xtreme 160R,2020,8,2020-08-01,22505,Q3,False,False
BK005,BR01,Hero Xtreme 160R,2020,9,2020-09-01,25828,Q3,True,False
BK005,BR01,Hero Xtreme 160R,2020,10,2020-10-01,27002,Q4,True,False
BK005,BR01,Hero Xtreme 160R,2020,11,2020-11-01,22694,Q4,True,False
BK005,BR01,Hero Xtreme 160R,2020,12,2020-12-01,20556,Q4,False,False
BK005,BR01,Hero Xtreme 160R,2021,1,2021-01-01,22215,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2021,2,2021-02-01,21096,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2021,3,2021-03-01,24336,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2021,4,2021-04-01,5849,Q2,False,True
BK005,BR01,Hero Xtreme 160R,2021,5,2021-05-01,7701,Q2,False,True
BK005,BR01,Hero Xtreme 160R,2021,6,2021-06-01,22647,Q2,False,False
BK005,BR01,Hero Xtreme 160R,2021,7,2021-07-01,24121,Q3,False,False
BK005,BR01,Hero Xtreme 160R,2021,8,2021-08-01,20884,Q3,False,False
BK005,BR01,Hero Xtreme 160R,2021,9,2021-09-01,29760,Q3,True,False
BK005,BR01,Hero Xtreme 160R,2021,10,2021-10-01,28139,Q4,True,False
BK005,BR01,Hero Xtreme 160R,2021,11,2021-11-01,26744,Q4,True,False
BK005,BR01,Hero Xtreme 160R,2021,12,2021-12-01,23019,Q4,False,False
BK005,BR01,Hero Xtreme 160R,2022,1,2022-01-01,23565,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2022,2,2022-02-01,22633,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2022,3,2022-03-01,23414,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2022,4,2022-04-01,22883,Q2,False,False
BK005,BR01,Hero Xtreme 160R,2022,5,2022-05-01,23465,Q2,False,False
BK005,BR01,Hero Xtreme 160R,2022,6,2022-06-01,24105,Q2,False,False
BK005,BR01,Hero Xtreme 160R,2022,7,2022-07-01,25183,Q3,False,False
BK005,BR01,Hero Xtreme 160R,2022,8,2022-08-01,21889,Q3,False,False
BK005,BR01,Hero Xtreme 160R,2022,9,2022-09-01,32277,Q3,True,False
BK005,BR01,Hero Xtreme 160R,2022,10,2022-10-01,26319,Q4,True,False
BK005,BR01,Hero Xtreme 160R,2022,11,2022-11-01,28945,Q4,True,False
BK005,BR01,Hero Xtreme 160R,2022,12,2022-12-01,24019,Q4,False,False
BK005,BR01,Hero Xtreme 160R,2023,1,2023-01-01,24506,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2023,2,2023-02-01,23414,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2023,3,2023-03-01,23915,Q1,False,False
BK005,BR01,Hero Xtreme 160R,2023,4,2023-04-01,23570,Q2,False,False
BK005,BR01,Hero Xtreme 160R,2023,5,2023-05-01,23454,Q2,False,False
BK005,BR01,Hero Xtreme 160R,2023,6,2023-06-01,25193,Q2,False,False
BK005,BR01,Hero Xtreme 160R,2023,7,2023-07-01,24598,Q3,False,False
BK005,BR01,Hero Xtreme 160R,2023,8,2023-08-01,23329,Q3,False,False
BK005,BR01,Hero Xtreme 160R,2023,9,2023-09-01,31567,Q3,True,False
BK005,BR01,Hero Xtreme 160R,2023,10,2023-10-01,30672,Q4,True,False
BK005,BR01,Hero Xtreme 160R,2023,11,2023-11-01,31436,Q4,True,False
BK005,BR01,Hero Xtreme 160R,2023,12,2023-12-01,24927,Q4,False,False
BK006,BR01,Hero XPulse 200,2019,1,2019-01-01,6390,Q1,False,False
BK006,BR01,Hero XPulse 200,2019,2,2019-02-01,6479,Q1,False,False
BK006,BR01,Hero XPulse 200,2019,3,2019-03-01,6915,Q1,False,False
BK006,BR01,Hero XPulse 200,2019,4,2019-04-01,6870,Q2,False,False
BK006,BR01,Hero XPulse 200,2019,5,2019-05-01,6659,Q2,False,False
BK006,BR01,Hero XPulse 200,2019,6,2019-06-01,6705,Q2,False,False
BK006,BR01,Hero XPulse 200,2019,7,2019-07-01,7092,Q3,False,False
BK006,BR01,Hero XPulse 200,2019,8,2019-08-01,6469,Q3,False,False
BK006,BR01,Hero XPulse 200,2019,9,2019-09-01,8561,Q3,True,False
BK006,BR01,Hero XPulse 200,2019,10,2019-10-01,8249,Q4,True,False
BK006,BR01,Hero XPulse 200,2019,11,2019-11-01,8242,Q4,True,False
BK006,BR01,Hero XPulse 200,2019,12,2019-12-01,7032,Q4,False,False
BK006,BR01,Hero XPulse 200,2020,1,2020-01-01,7219,Q1,False,False
BK006,BR01,Hero XPulse 200,2020,2,2020-02-01,7215,Q1,False,False
BK006,BR01,Hero XPulse 200,2020,3,2020-03-01,2954,Q1,False,True
BK006,BR01,Hero XPulse 200,2020,4,2020-04-01,208,Q2,False,True
BK006,BR01,Hero XPulse 200,2020,5,2020-05-01,1075,Q2,False,True
BK006,BR01,Hero XPulse 200,2020,6,2020-06-01,4436,Q2,False,True
BK006,BR01,Hero XPulse 200,2020,7,2020-07-01,7045,Q3,False,False
BK006,BR01,Hero XPulse 200,2020,8,2020-08-01,6888,Q3,False,False
BK006,BR01,Hero XPulse 200,2020,9,2020-09-01,8708,Q3,True,False
BK006,BR01,Hero XPulse 200,2020,10,2020-10-01,8924,Q4,True,False
BK006,BR01,Hero XPulse 200,2020,11,2020-11-01,8312,Q4,True,False
BK006,BR01,Hero XPulse 200,2020,12,2020-12-01,7658,Q4,False,False
BK006,BR01,Hero XPulse 200,2021,1,2021-01-01,6837,Q1,False,False
BK006,BR01,Hero XPulse 200,2021,2,2021-02-01,6762,Q1,False,False
BK006,BR01,Hero XPulse 200,2021,3,2021-03-01,7616,Q1,False,False
BK006,BR01,Hero XPulse 200,2021,4,2021-04-01,2095,Q2,False,True
BK006,BR01,Hero XPulse 200,2021,5,2021-05-01,2598,Q2,False,True
BK006,BR01,Hero XPulse 200,2021,6,2021-06-01,7426,Q2,False,False
BK006,BR01,Hero XPulse 200,2021,7,2021-07-01,7195,Q3,False,False
BK006,BR01,Hero XPulse 200,2021,8,2021-08-01,6876,Q3,False,False
BK006,BR01,Hero XPulse 200,2021,9,2021-09-01,9034,Q3,True,False
BK006,BR01,Hero XPulse 200,2021,10,2021-10-01,8695,Q4,True,False
BK006,BR01,Hero XPulse 200,2021,11,2021-11-01,9438,Q4,True,False
BK006,BR01,Hero XPulse 200,2021,12,2021-12-01,7147,Q4,False,False
