bike_id,brand_id,name,year,month,month_date,units_sold
BK001,BR01,Hero Splendor Plus,2023,2,2023-02,317323
BK001,BR01,Hero Splendor Plus,2023,3,2023-03,353639
BK001,BR01,Hero Splendor Plus,2023,4,2023-04,341299
BK001,BR01,Hero Splendor Plus,2023,5,2023-05,336221
BK001,BR01,Hero Splendor Plus,2023,6,2023-06,358643
BK001,BR01,Hero Splendor Plus,2023,7,2023-07,365939
BK001,BR01,Hero Splendor Plus,2023,8,2023-08,364204
BK001,BR01,Hero Splendor Plus,2023,9,2023-09,416747
BK001,BR01,Hero Splendor Plus,2023,10,2023-10,428274
BK001,BR01,Hero Splendor Plus,2023,11,2023-11,442204
BK001,BR01,Hero Splendor Plus,2023,12,2023-12,364974
BK002,BR01,Hero HF Deluxe,2019,1,2019-01,195208
BK002,BR01,Hero HF Deluxe,2019,2,2019-02,198143
BK002,BR01,Hero HF Deluxe,2019,3,2019-03,188936
BK002,BR01,Hero HF Deluxe,2019,4,2019-04,188037
BK002,BR01,Hero HF Deluxe,2019,5,2019-05,208125
BK002,BR01,Hero HF Deluxe,2019,6,2019-06,213562
BK002,BR01,Hero HF Deluxe,2019,7,2019-07,199279
BK002,BR01,Hero HF Deluxe,2019,8,2019-08,210035
BK002,BR01,Hero HF Deluxe,2019,9,2019-09,254520
BK002,BR01,Hero HF Deluxe,2019,10,2019-10,241936
BK002,BR01,Hero HF Deluxe,2019,11,2019-11,254517
BK002,BR01,Hero HF Deluxe,2019,12,2019-12,215380
BK002,BR01,Hero HF Deluxe,2020,1,2020-01,207627
BK002,BR01,Hero HF Deluxe,2020,2,2020-02,224272
BK002,BR01,Hero HF Deluxe,2020,3,2020-03,72301
BK002,BR01,Hero HF Deluxe,2020,4,2020-04,6496
BK002,BR01,Hero HF Deluxe,2020,5,2020-05,31335
BK002,BR01,Hero HF Deluxe,2020,6,2020-06,133178
BK002,BR01,Hero HF Deluxe,2020,7,2020-07,208954
BK002,BR01,Hero HF Deluxe,2020,8,2020-08,187329
BK002,BR01,Hero HF Deluxe,2020,9,2020-09,257144
BK002,BR01,Hero HF Deluxe,2020,10,2020-10,264642
BK002,BR01,Hero HF Deluxe,2020,11,2020-11,279212
BK002,BR01,Hero HF Deluxe,2020,12,2020-12,202609
BK002,BR01,Hero HF Deluxe,2021,1,2021-01,207268
BK002,BR01,Hero HF Deluxe,2021,2,2021-02,210581
BK002,BR01,Hero HF Deluxe,2021,3,2021-03,225886
BK002,BR01,Hero HF Deluxe,2021,4,2021-04,61474
BK002,BR01,Hero HF Deluxe,2021,5,2021-05,73597
BK002,BR01,Hero HF Deluxe,2021,6,2021-06,221543
BK002,BR01,Hero HF Deluxe,2021,7,2021-07,217048
BK002,BR01,Hero HF Deluxe,2021,8,2021-08,226461
BK002,BR01,Hero HF Deluxe,2021,9,2021-09,260522
BK002,BR01,Hero HF Deluxe,2021,10,2021-10,265576
BK002,BR01,Hero HF Deluxe,2021,11,2021-11,264706
BK002,BR01,Hero HF Deluxe,2021,12,2021-12,200194
BK002,BR01,Hero HF Deluxe,2022,1,2022-01,227316
BK002,BR01,Hero HF Deluxe,2022,2,2022-02,226923
BK002,BR01,Hero HF Deluxe,2022,3,2022-03,224057
BK002,BR01,Hero HF Deluxe,2022,4,2022-04,221372
BK002,BR01,Hero HF Deluxe,2022,5,2022-05,208147
BK002,BR01,Hero HF Deluxe,2022,6,2022-06,219288
BK002,BR01,Hero HF Deluxe,2022,7,2022-07,220161
BK002,BR01,Hero HF Deluxe,2022,8,2022-08,215014
BK002,BR01,Hero HF Deluxe,2022,9,2022-09,277742
BK002,BR01,Hero HF Deluxe,2022,10,2022-10,285656
BK002,BR01,Hero HF Deluxe,2022,11,2022-11,306406
BK002,BR01,Hero HF Deluxe,2022,12,2022-12,225955
BK002,BR01,Hero HF Deluxe,2023,1,2023-01,234987
BK002,BR01,Hero HF Deluxe,2023,2,2023-02,231136
BK002,BR01,Hero HF Deluxe,2023,3,2023-03,209742
BK002,BR01,Hero HF Deluxe,2023,4,2023-04,231692
BK002,BR01,Hero HF Deluxe,2023,5,2023-05,232698
BK002,BR01,Hero HF Deluxe,2023,6,2023-06,260573
BK002,BR01,Hero HF Deluxe,2023,7,2023-07,229768
BK002,BR01,Hero HF Deluxe,2023,8,2023-08,235497
BK002,BR01,Hero HF Deluxe,2023,9,2023-09,289496
BK002,BR01,Hero HF Deluxe,2023,10,2023-10,273054
BK002,BR01,Hero HF Deluxe,2023,11,2023-11,306570
BK002,BR01,Hero HF Deluxe,2023,12,2023-12,240722
BK003,BR01,Hero Passion Pro,2019,1,2019-01,103955
BK003,BR01,Hero Passion Pro,2019,2,2019-02,95453
BK003,BR01,Hero Passion Pro,2019,3,2019-03,107013
BK003,BR01,Hero Passion Pro,2019,4,2019-04,92990
BK003,BR01,Hero Passion Pro,2019,5,2019-05,102934
BK003,BR01,Hero Passion Pro,2019,6,2019-06,110952
BK003,BR01,Hero Passion Pro,2019,7,2019-07,95047
BK003,BR01,Hero Passion Pro,2019,8,2019-08,97168
BK003,BR01,Hero Passion Pro,2019,9,2019-09,125622
BK003,BR01,Hero Passion Pro,2019,10,2019-10,121853
BK003,BR01,Hero Passion Pro,2019,11,2019-11,115308
BK003,BR01,Hero Passion Pro,2019,12,2019-12,100342
BK003,BR01,Hero Passion Pro,2020,1,2020-01,98476
BK003,BR01,Hero Passion Pro,2020,2,2020-02,106462
BK003,BR01,Hero Passion Pro,2020,3,2020-03,39687
BK003,BR01,Hero Passion Pro,2020,4,2020-04,3361
BK003,BR01,Hero Passion Pro,2020,5,2020-05,14989
BK003,BR01,Hero Passion Pro,2020,6,2020-06,66511
BK003,BR01,Hero Passion Pro,2020,7,2020-07,108230
BK003,BR01,Hero Passion Pro,2020,8,2020-08,97599
BK003,BR01,Hero Passion Pro,2020,9,2020-09,131478
BK003,BR01,Hero Passion Pro,2020,10,2020-10,138496
BK003,BR01,Hero Passion Pro,2020,11,2020-11,119551
BK003,BR01,Hero Passion Pro,2020,12,2020-12,104960
BK003,BR01,Hero Passion Pro,2021,1,2021-01,109403
BK003,BR01,Hero Passion Pro,2021,2,2021-02,112221
BK003,BR01,Hero Passion Pro,2021,3,2021-03,101320
BK003,BR01,Hero Passion Pro,2021,4,2021-04,28243
BK003,BR01,Hero Passion Pro,2021,5,2021-05,38786
BK003,BR01,Hero Passion Pro,2021,6,2021-06,109603
BK003,BR01,Hero Passion Pro,2021,7,2021-07,109352
BK003,BR01,Hero Passion Pro,2021,8,2021-08,109870
BK003,BR01,Hero Passion Pro,2021,9,2021-09,130409
BK003,BR01,Hero Passion Pro,2021,10,2021-10,136567
BK003,BR01,Hero Passion Pro,2021,11,2021-11,136978
BK003,BR01,Hero Passion Pro,2021,12,2021-12,104142
BK003,BR01,Hero Passion Pro,2022,1,2022-01,122448
BK003,BR01,Hero Passion Pro,2022,2,2022-02,114653
BK003,BR01,Hero Passion Pro,2022,3,2022-03,105328
BK003,BR01,Hero Passion Pro,2022,4,2022-04,115676
BK003,BR01,Hero Passion Pro,2022,5,2022-05,106541
BK003,BR01,Hero Passion Pro,2022,6,2022-06,116407
BK003,BR01,Hero Passion Pro,2022,7,2022-07,118488
BK003,BR01,Hero Passion Pro,2022,8,2022-08,107404
BK003,BR01,Hero Passion Pro,2022,9,2022-09,146743
BK003,BR01,Hero Passion Pro,2022,10,2022-10,142889
BK003,BR01,Hero Passion Pro,2022,11,2022-11,145754
BK003,BR01,Hero Passion Pro,2022,12,2022-12,122622
BK003,BR01,Hero Passion Pro,2023,1,2023-01,114576
BK003,BR01,Hero Passion Pro,2023,2,2023-02,111628
BK003,BR01,Hero Passion Pro,2023,3,2023-03,110840
BK003,BR01,Hero Passion Pro,2023,4,2023-04,111268
BK003,BR01,Hero Passion Pro,2023,5,2023-05,115552
BK003,BR01,Hero Passion Pro,2023,6,2023-06,117978
BK003,BR01,Hero Passion Pro,2023,7,2023-07,117604
BK003,BR01,Hero Passion Pro,2023,8,2023-08,120797
BK003,BR01,Hero Passion Pro,2023,9,2023-09,145094
BK003,BR01,Hero Passion Pro,2023,10,2023-10,155538
BK003,BR01,Hero Passion Pro,2023,11,2023-11,143081
BK003,BR01,Hero Passion Pro,2023,12,2023-12,131776
BK004,BR01,Hero Glamour,2019,1,2019-01,68752
BK004,BR01,Hero Glamour,2019,2,2019-02,63809
BK004,BR01,Hero Glamour,2019,3,2019-03,63097
BK004,BR01,Hero Glamour,2019,4,2019-04,68274
BK004,BR01,Hero Glamour,2019,5,2019-05,65921
BK004,BR01,Hero Glamour,2019,6,2019-06,69046
BK004,BR01,Hero Glamour,2019,7,2019-07,68244
BK004,BR01,Hero Glamour,2019,8,2019-08,66423
BK004,BR01,Hero Glamour,2019,9,2019-09,79805
BK004,BR01,Hero Glamour,2019,10,2019-10,77021
BK004,BR01,Hero Glamour,2019,11,2019-11,81472
BK004,BR01,Hero Glamour,2019,12,2019-12,69521
BK004,BR01,Hero Glamour,2020,1,2020-01,70075
BK004,BR01,Hero Glamour,2020,2,2020-02,65014
BK004,BR01,Hero Glamour,2020,3,2020-03,27973
BK004,BR01,Hero Glamour,2020,4,2020-04,2120
BK004,BR01,Hero Glamour,2020,5,2020-05,9940
BK004,BR01,Hero Glamour,2020,6,2020-06,45413
BK004,BR01,Hero Glamour,2020,7,2020-07,69535
BK004,BR01,Hero Glamour,2020,8,2020-08,65371
BK004,BR01,Hero Glamour,2020,9,2020-09,88217
BK004,BR01,Hero Glamour,2020,10,2020-10,89096
BK004,BR01,Hero Glamour,2020,11,2020-11,91359
BK004,BR01,Hero Glamour,2020,12,2020-12,72986
BK004,BR01,Hero Glamour,2021,1,2021-01,67040
BK004,BR01,Hero Glamour,2021,2,2021-02,68623
BK004,BR01,Hero Glamour,2021,3,2021-03,73854
BK004,BR01,Hero Glamour,2021,4,2021-04,20677
BK004,BR01,Hero Glamour,2021,5,2021-05,25848
BK004,BR01,Hero Glamour,2021,6,2021-06,85869
BK004,BR01,Hero Glamour,2021,7,2021-07,74055
BK004,BR01,Hero Glamour,2021,8,2021-08,76088
BK004,BR01,Hero Glamour,2021,9,2021-09,94293
BK004,BR01,Hero Glamour,2021,10,2021-10,92931
BK004,BR01,Hero Glamour,2021,11,2021-11,88581
BK004,BR01,Hero Glamour,2021,12,2021-12,74732
BK004,BR01,Hero Glamour,2022,1,2022-01,71781
BK004,BR01,Hero Glamour,2022,2,2022-02,73782
BK004,BR01,Hero Glamour,2022,3,2022-03,72854
BK004,BR01,Hero Glamour,2022,4,2022-04,74972
BK004,BR01,Hero Glamour,2022,5,2022-05,83308
BK004,BR01,Hero Glamour,2022,6,2022-06,67695
BK004,BR01,Hero Glamour,2022,7,2022-07,77228
BK004,BR01,Hero Glamour,2022,8,2022-08,68645
BK004,BR01,Hero Glamour,2022,9,2022-09,91130
BK004,BR01,Hero Glamour,2022,10,2022-10,98415
BK004,BR01,Hero Glamour,2022,11,2022-11,93633
BK004,BR01,Hero Glamour,2022,12,2022-12,70643
BK004,BR01,Hero Glamour,2023,1,2023-01,74567
BK004,BR01,Hero Glamour,2023,2,2023-02,79961
BK004,BR01,Hero Glamour,2023,3,2023-03,74509
BK004,BR01,Hero Glamour,2023,4,2023-04,78170
BK004,BR01,Hero Glamour,2023,5,2023-05,77509
BK004,BR01,Hero Glamour,2023,6,2023-06,74813
BK004,BR01,Hero Glamour,2023,7,2023-07,85623
BK004,BR01,Hero Glamour,2023,8,2023-08,79784
BK004,BR01,Hero Glamour,2023,9,2023-09,86878
BK004,BR01,Hero Glamour,2023,10,2023-10,97567
BK004,BR01,Hero Glamour,2023,11,2023-11,93468
BK004,BR01,Hero Glamour,2023,12,2023-12,80629
BK005,BR01,Hero Xtreme 160R,2019,1,2019-01,20007
BK005,BR01,Hero Xtreme 160R,2019,2,2019-02,20713
BK005,BR01,Hero Xtreme 160R,2019,3,2019-03,21359
BK005,BR01,Hero Xtreme 160R,2019,4,2019-04,21735
BK005,BR01,Hero Xtreme 160R,2019,5,2019-05,19583
BK005,BR01,Hero Xtreme 160R,2019,6,2019-06,20484
BK005,BR01,Hero Xtreme 160R,2019,7,2019-07,20338
BK005,BR01,Hero Xtreme 160R,2019,8,2019-08,20152
BK005,BR01,Hero Xtreme 160R,2019,9,2019-09,28340
BK005,BR01,Hero Xtreme 160R,2019,10,2019-10,26568
BK005,BR01,Hero Xtreme 160R,2019,11,2019-11,24399
BK005,BR01,Hero Xtreme 160R,2019,12,2019-12,21789
BK005,BR01,Hero Xtreme 160R,2020,1,2020-01,23965
BK005,BR01,Hero Xtreme 160R,2020,2,2020-02,22785
BK005,BR01,Hero Xtreme 160R,2020,3,2020-03,8008
BK005,BR01,Hero Xtreme 160R,2020,4,2020-04,634
BK005,BR01,Hero Xtreme 160R,2020,5,2020-05,3455
BK005,BR01,Hero Xtreme 160R,2020,6,2020-06,13585
BK005,BR01,Hero Xtreme 160R,2020,7,2020-07,22147
BK005,BR01,Hero Xtreme 160R,2020,8,2020-08,22505
BK005,BR01,Hero Xtreme 160R,2020,9,2020-09,25828
BK005,BR01,Hero Xtreme 160R,2020,10,2020-10,27002
BK005,BR01,Hero Xtreme 160R,2020,11,2020-11,22694
BK005,BR01,Hero Xtreme 160R,2020,12,2020-12,20556
BK005,BR01,Hero Xtreme 160R,2021,1,2021-01,22215
BK005,BR01,Hero Xtreme 160R,2021,2,2021-02,21096
BK005,BR01,Hero Xtreme 160R,2021,3,2021-03,24336
BK005,BR01,Hero Xtreme 160R,2021,4,2021-04,5849
BK005,BR01,Hero Xtreme 160R,2021,5,2021-05,7701
BK005,BR01,Hero Xtreme 160R,2021,6,2021-06,22647
BK005,BR01,Hero Xtreme 160R,2021,7,2021-07,24121
BK005,BR01,Hero Xtreme 160R,2021,8,2021-08,20884
BK005,BR01,Hero Xtreme 160R,2021,9,2021-09,29760
BK005,BR01,Hero Xtreme 160R,2021,10,2021-10,28139
BK005,BR01,Hero Xtreme 160R,2021,11,2021-11,26744
BK005,BR01,Hero Xtreme 160R,2021,12,2021-12,23019
BK005,BR01,Hero Xtreme 160R,2022,1,2022-01,23565
BK005,BR01,Hero Xtreme 160R,2022,2,2022-02,22633
BK005,BR01,Hero Xtreme 160R,2022,3,2022-03,23414
BK005,BR01,Hero Xtreme 160R,2022,4,2022-04,22883
BK005,BR01,Hero Xtreme 160R,2022,5,2022-05,23465
BK005,BR01,Hero Xtreme 160R,2022,6,2022-06,24105
BK005,BR01,Hero Xtreme 160R,2022,7,2022-07,25183
BK005,BR01,Hero Xtreme 160R,2022,8,2022-08,21889
BK005,BR01,Hero Xtreme 160R,2022,9,2022-09,32277
BK005,BR01,Hero Xtreme 160R,2022,10,2022-10,26319
BK005,BR01,Hero Xtreme 160R,2022,11,2022-11,28945
BK005,BR01,Hero Xtreme 160R,2022,12,2022-12,24019
BK005,BR01,Hero Xtreme 160R,2023,1,2023-01,24506
BK005,BR01,Hero Xtreme 160R,2023,2,2023-02,23414
BK005,BR01,Hero Xtreme 160R,2023,3,2023-03,23915
BK005,BR01,Hero Xtreme 160R,2023,4,2023-04,23570
BK005,BR01,Hero Xtreme 160R,2023,5,2023-05,23454
BK005,BR01,Hero Xtreme 160R,2023,6,2023-06,25193
BK005,BR01,Hero Xtreme 160R,2023,7,2023-07,24598
BK005,BR01,Hero Xtreme 160R,2023,8,2023-08,23329
BK005,BR01,Hero Xtreme 160R,2023,9,2023-09,31567
BK005,BR01,Hero Xtreme 160R,2023,10,2023-10,30672
BK005,BR01,Hero Xtreme 160R,2023,11,2023-11,31436
BK005,BR01,Hero Xtreme 160R,2023,12,2023-12,24927
BK006,BR01,Hero XPulse 200,2019,1,2019-01,6390
BK006,BR01,Hero XPulse 200,2019,2,2019-02,6479
BK006,BR01,Hero XPulse 200,2019,3,2019-03,6915
BK006,BR01,Hero XPulse 200,2019,4,2019-04,6870
BK006,BR01,Hero XPulse 200,2019,5,2019-05,6659
BK006,BR01,Hero XPulse 200,2019,6,2019-06,6705
BK006,BR01,Hero XPulse 200,2019,7,2019-07,7092
BK006,BR01,Hero XPulse 200,2019,8,2019-08,6469
BK006,BR01,Hero XPulse 200,2019,9,2019-09,8561
BK006,BR01,Hero XPulse 200,2019,10,2019-10,8249
BK006,BR01,Hero XPulse 200,2019,11,2019-11,8242
BK006,BR01,Hero XPulse 200,2019,12,2019-12,7032
BK006,BR01,Hero XPulse 200,2020,1,2020-01,7219
BK006,BR01,Hero XPulse 200,2020,2,2020-02,7215
BK006,BR01,Hero XPulse 200,2020,3,2020-03,2954
BK006,BR01,Hero XPulse 200,2020,4,2020-04,208
BK006,BR01,Hero XPulse 200,2020,5,2020-05,1075
BK006,BR01,Hero XPulse 200,2020,6,2020-06,4436
BK006,BR01,Hero XPulse 200,2020,7,2020-07,7045
BK006,BR01,Hero XPulse 200,2020,8,2020-08,6888
BK006,BR01,Hero XPulse 200,2020,9,2020-09,8708
BK006,BR01,Hero XPulse 200,2020,10,2020-10,8924
BK006,BR01,Hero XPulse 200,2020,11,2020-11,8312
BK006,BR01,Hero XPulse 200,2020,12,2020-12,7658
BK006,BR01,Hero XPulse 200,2021,1,2021-01,6837
BK006,BR01,Hero XPulse 200,2021,2,2021-02,6762
BK006,BR01,Hero XPulse 200,2021,3,2021-03,7616
BK006,BR01,Hero XPulse 200,2021,4,2021-04,2095
BK006,BR01,Hero XPulse 200,2021,5,2021-05,2598
BK006,BR01,Hero XPulse 200,2021,6,2021-06,7426
BK006,BR01,Hero XPulse 200,2021,7,2021-07,7195
BK006,BR01,Hero XPulse 200,2021,8,2021-08,6876
BK006,BR01,Hero XPulse 200,2021,9,2021-09,9034
BK006,BR01,Hero XPulse 200,2021,10,2021-10,8695
BK006,BR01,Hero XPulse 200,2021,11,2021-11,9438
BK006,BR01,Hero XPulse 200,2021,12,2021-12,7147
BK006,BR01,Hero XPulse 200,2022,1,2022-01,7158
BK006,BR01,Hero XPulse 200,2022,2,2022-02,7346
BK006,BR01,Hero XPulse 200,2022,3,2022-03,7620
BK006,BR01,Hero XPulse 200,2022,4,2022-04,7256
BK006,BR01,Hero XPulse 200,2022,5,2022-05,7159
BK006,BR01,Hero XPulse 200,2022,6,2022-06,7557
BK006,BR01,Hero XPulse 200,2022,7,2022-07,7558
BK006,BR01,Hero XPulse 200,2022,8,2022-08,7277
BK006,BR01,Hero XPulse 200,2022,9,2022-09,9113
BK006,BR01,Hero XPulse 200,2022,10,2022-10,9441
BK006,BR01,Hero XPulse 200,2022,11,2022-11,8657
BK006,BR01,Hero XPulse 200,2022,12,2022-12,6941
BK006,BR01,Hero XPulse 200,2023,1,2023-01,7455
BK006,BR01,Hero XPulse 200,2023,2,2023-02,7650
BK006,BR01,Hero XPulse 200,2023,3,2023-03,7853
BK006,BR01,Hero XPulse 200,2023,4,2023-04,8303
BK006,BR01,Hero XPulse 200,2023,5,2023-05,8064
BK006,BR01,Hero XPulse 200,2023,6,2023-06,7671
BK006,BR01,Hero XPulse 200,2023,7,2023-07,7725
BK006,BR01,Hero XPulse 200,2023,8,2023-08,7345
BK006,BR01,Hero XPulse 200,2023,9,2023-09,9657
BK006,BR01,Hero XPulse 200,2023,10,2023-10,9527
BK006,BR01,Hero XPulse 200,2023,11,2023-11,9822
BK006,BR01,Hero XPulse 200,2023,12,2023-12,7413
BK007,BR02,Honda Shine,2019,1,2019-01,76947
BK007,BR02,Honda Shine,2019,2,2019-02,80747
BK007,BR02,Honda Shine,2019,3,2019-03,74592
BK007,BR02,Honda Shine,2019,4,2019-04,76506
BK007,BR02,Honda Shine,2019,5,2019-05,77588
BK007,BR02,Honda Shine,2019,6,2019-06,73495
BK007,BR02,Honda Shine,2019,7,2019-07,75840
BK007,BR02,Honda Shine,2019,8,2019-08,75047
BK007,BR02,Honda Shine,2019,9,2019-09,94207
BK007,BR02,Honda Shine,2019,10,2019-10,90126
BK007,BR02,Honda Shine,2019,11,2019-11,93864
BK007,BR02,Honda Shine,2019,12,2019-12,76867
BK007,BR02,Honda Shine,2020,1,2020-01,83659
BK007,BR02,Honda Shine,2020,2,2020-02,81741
BK007,BR02,Honda Shine,2020,3,2020-03,34558
BK007,BR02,Honda Shine,2020,4,2020-04,2250
BK007,BR02,Honda Shine,2020,5,2020-05,12210
BK007,BR02,Honda Shine,2020,6,2020-06,51164
BK007,BR02,Honda Shine,2020,7,2020-07,86540
BK007,BR02,Honda Shine,2020,8,2020-08,74847
BK007,BR02,Honda Shine,2020,9,2020-09,93406
BK007,BR02,Honda Shine,2020,10,2020-10,94577
BK007,BR02,Honda Shine,2020,11,2020-11,87146
BK007,BR02,Honda Shine,2020,12,2020-12,75949
BK007,BR02,Honda Shine,2021,1,2021-01,77925
BK007,BR02,Honda Shine,2021,2,2021-02,81609
BK007,BR02,Honda Shine,2021,3,2021-03,82384
BK007,BR02,Honda Shine,2021,4,2021-04,24807
BK007,BR02,Honda Shine,2021,5,2021-05,29697
BK007,BR02,Honda Shine,2021,6,2021-06,78663
BK007,BR02,Honda Shine,2021,7,2021-07,77361
BK007,BR02,Honda Shine,2021,8,2021-08,82992
BK007,BR02,Honda Shine,2021,9,2021-09,94566
BK007,BR02,Honda Shine,2021,10,2021-10,110521
BK007,BR02,Honda Shine,2021,11,2021-11,107220
BK007,BR02,Honda Shine,2021,12,2021-12,79099
BK007,BR02,Honda Shine,2022,1,2022-01,76804
BK007,BR02,Honda Shine,2022,2,2022-02,89686
BK007,BR02,Honda Shine,2022,3,2022-03,83518
BK007,BR02,Honda Shine,2022,4,2022-04,89198
BK007,BR02,Honda Shine,2022,5,2022-05,77303
BK007,BR02,Honda Shine,2022,6,2022-06,81482
BK007,BR02,Honda Shine,2022,7,2022-07,84022
BK007,BR02,Honda Shine,2022,8,2022-08,84197
BK007,BR02,Honda Shine,2022,9,2022-09,102637
BK007,BR02,Honda Shine,2022,10,2022-10,108269
BK007,BR02,Honda Shine,2022,11,2022-11,99394
BK007,BR02,Honda Shine,2022,12,2022-12,83402
BK007,BR02,Honda Shine,2023,1,2023-01,87523
BK007,BR02,Honda Shine,2023,2,2023-02,89237
BK007,BR02,Honda Shine,2023,3,2023-03,90095
BK007,BR02,Honda Shine,2023,4,2023-04,82107
BK007,BR02,Honda Shine,2023,5,2023-05,80326
BK007,BR02,Honda Shine,2023,6,2023-06,92557
BK007,BR02,Honda Shine,2023,7,2023-07,88445
BK007,BR02,Honda Shine,2023,8,2023-08,83744
BK007,BR02,Honda Shine,2023,9,2023-09,117184
BK007,BR02,Honda Shine,2023,10,2023-10,109378
BK007,BR02,Honda Shine,2023,11,2023-11,115162
BK007,BR02,Honda Shine,2023,12,2023-12,87293
BK008,BR02,Honda SP 125,2019,1,2019-01,64343
BK008,BR02,Honda SP 125,2019,2,2019-02,63453
BK008,BR02,Honda SP 125,2019,3,2019-03,57607
BK008,BR02,Honda SP 125,2019,4,2019-04,61167
BK008,BR02,Honda SP 125,2019,5,2019-05,60215
BK008,BR02,Honda SP 125,2019,6,2019-06,62325
BK008,BR02,Honda SP 125,2019,7,2019-07,55518
BK008,BR02,Honda SP 125,2019,8,2019-08,60334
BK008,BR02,Honda SP 125,2019,9,2019-09,76775
BK008,BR02,Honda SP 125,2019,10,2019-10,66504
BK008,BR02,Honda SP 125,2019,11,2019-11,68602
BK008,BR02,Honda SP 125,2019,12,2019-12,52385
BK008,BR02,Honda SP 125,2020,1,2020-01,59849
BK008,BR02,Honda SP 125,2020,2,2020-02,62843
BK008,BR02,Honda SP 125,2020,3,2020-03,26089
BK008,BR02,Honda SP 125,2020,4,2020-04,1826
BK008,BR02,Honda SP 125,2020,5,2020-05,9841
BK008,BR02,Honda SP 125,2020,6,2020-06,36712
BK008,BR02,Honda SP 125,2020,7,2020-07,55499
BK008,BR02,Honda SP 125,2020,8,2020-08,60498
BK008,BR02,Honda SP 125,2020,9,2020-09,77289
BK008,BR02,Honda SP 125,2020,10,2020-10,75709
BK008,BR02,Honda SP 125,2020,11,2020-11,67994
BK008,BR02,Honda SP 125,2020,12,2020-12,60396
BK008,BR02,Honda SP 125,2021,1,2021-01,58890
BK008,BR02,Honda SP 125,2021,2,2021-02,65109
BK008,BR02,Honda SP 125,2021,3,2021-03,64154
BK008,BR02,Honda SP 125,2021,4,2021-04,16811
BK008,BR02,Honda SP 125,2021,5,2021-05,21483
BK008,BR02,Honda SP 125,2021,6,2021-06,59663
BK008,BR02,Honda SP 125,2021,7,2021-07,62802
BK008,BR02,Honda SP 125,2021,8,2021-08,66008
BK008,BR02,Honda SP 125,2021,9,2021-09,74868
BK008,BR02,Honda SP 125,2021,10,2021-10,80734
